,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,60,5490.0,700900.0,45478.51666666667,15950.0,5490.0,71300.0,19276.2,10550.0,5490.0,700900.0,46989.16,16800.0,5490.0,700900.0,42818.22,16150.0,https://www.tiktok.com/@watch.eric
0,57,931.0,83200.0,10239.684210526315,6397.0,931.0,30800.0,9502.4,7500.0,931.0,83200.0,11485.76,6288.0,931.0,83200.0,10037.28,6351.5,https://www.tiktok.com/@steph62dark
0,60,504.0,100000.0,5045.916666666667,1711.5,504.0,9766.0,2539.4,1381.0,504.0,9766.0,2340.72,1657.0,504.0,100000.0,5461.9,1852.5,https://www.tiktok.com/@principessatessa
0,59,986.0,119900.0,8991.983050847457,3948.0,986.0,9989.0,3135.6,1981.0,986.0,10600.0,3804.04,2654.0,986.0,119900.0,9317.76,3779.0,https://www.tiktok.com/@lu_nonsense
0,53,2614.0,1100000.0,91563.2075471698,16400.0,2614.0,310900.0,50556.6,7050.0,2614.0,937700.0,73308.64,9719.0,2614.0,937700.0,74433.0,16200.0,https://www.tiktok.com/@brookewarner_
0,60,73.0,690300.0,26559.05,4761.5,73.0,18000.0,5073.9,2123.0,73.0,240600.0,14359.96,4102.0,73.0,690300.0,23764.16,4613.5,https://www.tiktok.com/@dbear1294
0,55,2905.0,209200.0,14130.745454545455,8627.0,2905.0,31700.0,11290.6,9167.5,2905.0,31700.0,10940.8,9355.0,2905.0,209200.0,14885.9,9384.5,https://www.tiktok.com/@jwedit
0,55,3075.0,602700.0,47361.6,13400.0,3075.0,312900.0,43993.0,5221.5,3075.0,312900.0,26597.2,9988.0,3075.0,602700.0,43571.76,12800.0,https://www.tiktok.com/@_mohamedx
0,57,3341.0,5200000.0,176127.8245614035,41700.0,3341.0,108200.0,32253.1,19300.0,3341.0,5200000.0,288897.24,47400.0,3341.0,5200000.0,199024.62,47200.0,https://www.tiktok.com/@suhbaschunscales
0,60,652.0,18600000.0,321991.25,5288.0,652.0,16500.0,4222.6,3148.0,652.0,18600000.0,754266.48,6400.0,652.0,18600000.0,385669.44,5550.5,https://www.tiktok.com/@thebuildwithethan
0,60,3118.0,142500.0,20965.766666666666,9403.0,3118.0,106800.0,15691.2,4322.5,3118.0,142500.0,19503.56,6244.0,3118.0,142500.0,19502.02,8306.0,https://www.tiktok.com/@thecoryyoung
0,52,152.0,1400000.0,62661.346153846156,3278.5,152.0,4642.0,2234.6,2661.5,152.0,938400.0,71054.6,4312.0,152.0,1400000.0,65054.16,3349.0,https://www.tiktok.com/@esra_kaya1997
0,60,84.0,2160.0,656.4,645.5,84.0,2051.0,1148.2,1041.0,84.0,2160.0,776.64,720.0,84.0,2160.0,647.08,683.5,https://www.tiktok.com/@sadqaytumhare1
0,7,6507.0,289400.0,60167.57142857143,15300.0,6507.0,289400.0,60167.57142857143,15300.0,6507.0,289400.0,60167.57142857143,15300.0,6507.0,289400.0,60167.57142857143,15300.0,https://www.tiktok.com/@_niko98_
0,57,1659.0,51600.0,6105.9473684210525,4151.0,1659.0,3290.0,2296.6,2251.0,1659.0,8381.0,3253.24,2836.0,1659.0,21900.0,4639.92,3815.5,https://www.tiktok.com/@ryanadams.j
0,52,877.0,9700000.0,196961.73076923078,5732.5,877.0,26000.0,4234.7,1924.0,877.0,46200.0,9749.92,4149.0,877.0,9700000.0,204424.22,5630.0,https://www.tiktok.com/@baileyneth2
0,59,188.0,20900.0,2937.8813559322034,668.0,384.0,4876.0,1246.8,848.5,326.0,8758.0,1657.84,778.0,188.0,20900.0,2847.68,661.0,https://www.tiktok.com/@sabbir708
0,12,1051.0,8800000.0,749713.25,17150.0,1051.0,8800000.0,893725.9,15400.0,1051.0,8800000.0,749713.25,17150.0,1051.0,8800000.0,749713.25,17150.0,https://www.tiktok.com/@ariel.chu
0,59,2056.0,4000000.0,129798.74576271187,7714.0,2056.0,7126.0,4228.9,3434.0,2056.0,41100.0,7683.16,5465.0,2056.0,4000000.0,130926.52,6880.0,https://www.tiktok.com/@allitaps
0,60,314.0,704700.0,13833.183333333332,1295.0,632.0,704700.0,73969.5,1402.5,632.0,704700.0,30349.0,872.0,314.0,704700.0,16078.56,1295.0,https://www.tiktok.com/@jazzzyy_j
0,51,59.0,4553.0,879.9607843137255,548.0,59.0,4553.0,1389.3,733.5,59.0,4553.0,1049.36,548.0,59.0,4553.0,890.7,562.5,https://www.tiktok.com/@theadamsfamily16
0,59,119.0,137800.0,3297.728813559322,801.0,119.0,3317.0,921.5,513.5,119.0,3317.0,1008.52,567.0,119.0,137800.0,3750.46,814.5,https://www.tiktok.com/@flykhicks
0,30,1066.0,2500000.0,125379.36666666667,8081.0,1066.0,9528.0,4260.8,3212.5,1066.0,538100.0,48837.48,7873.0,1066.0,2500000.0,125379.36666666667,8081.0,https://www.tiktok.com/@nikitasnash
0,58,647.0,210500.0,10650.637931034482,3143.5,647.0,4454.0,2200.6,1973.0,647.0,76800.0,6253.24,2298.0,647.0,210500.0,9035.5,3117.5,https://www.tiktok.com/@the_eco_cosplayer
0,60,746.0,170300.0,9713.333333333334,2049.0,819.0,3481.0,1932.2,1598.0,819.0,170300.0,15391.88,1821.0,803.0,170300.0,11198.46,2038.0,https://www.tiktok.com/@tonyseagrave
0,5,183.0,182300.0,36671.8,225.0,183.0,182300.0,36671.8,225.0,183.0,182300.0,36671.8,225.0,183.0,182300.0,36671.8,225.0,https://www.tiktok.com/@tymania0
0,1,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,1593.0,https://www.tiktok.com/@denycorigli4no
0,56,371.0,5683.0,1504.75,1070.0,416.0,3741.0,1777.6,1239.0,371.0,5683.0,1622.84,1088.0,371.0,5683.0,1441.56,1040.0,https://www.tiktok.com/@andres.rippe
0,58,410.0,8000000.0,147983.43103448275,3774.5,892.0,6964.0,2578.7,1819.0,410.0,9686.0,2884.52,2170.0,410.0,8000000.0,166248.78,2737.5,https://www.tiktok.com/@baitlynm
0,54,1724.0,532300.0,35001.90740740741,9209.5,1724.0,22300.0,8768.9,8178.0,1724.0,532300.0,44438.8,7382.0,1724.0,532300.0,36928.78,9209.5,https://www.tiktok.com/@ohhimarkjf
0,58,672.0,1300000.0,24274.5,1451.0,672.0,1896.0,911.7,819.0,672.0,2489.0,1158.92,1133.0,672.0,1300000.0,27917.58,1490.5,https://www.tiktok.com/@papangel.98
0,60,1244.0,1400000.0,39202.15,6151.0,1244.0,4451.0,2555.8,2524.0,1244.0,106300.0,12354.92,3754.0,1244.0,1400000.0,46000.1,6654.0,https://www.tiktok.com/@ben.sheffield
