,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,57,784,8876,3060.315789473684,2809.0,1377,8876,4040.1,4331.0,1377,8876,3740.64,3918.0,1063,8876,3213.16,2964.0,https://www.tiktok.com/@mr5cotty
0,68,787.0,142100.0,7571.5,3540.5,1075,5557,2444.6,2047.5,787.0,25900.0,4468.96,2895.0,787.0,142100.0,8056.72,3540.5,https://www.tiktok.com/@ralphyperdomo
0,60,97,6832,1193.6166666666666,785.5,561,3820,2110.9,2152.5,371,3820,1589.64,1515.0,97,3820,1158.1,851.0,https://www.tiktok.com/@stuntworks_official
0,60,1467.0,795200.0,67378.28333333334,9093.0,1753.0,373300.0,45754.2,6711.0,1467.0,373300.0,29315.52,5003.0,1467.0,795200.0,59778.68,7895.0,https://www.tiktok.com/@mylesrealejo
0,74,17.0,54800.0,1814.527027027027,206.0,29,449,174.3,156.5,26,5570,451.96,218.0,17.0,31200.0,986.2,157.5,https://www.tiktok.com/@seanklitzner
0,55,499.0,57000.0,3802.2545454545457,2195.0,499.0,57000.0,9537.9,1590.0,499.0,57000.0,4873.04,1607.0,499.0,57000.0,3876.3,2209.0,https://www.tiktok.com/@drew_lancelot
0,68,648.0,324100.0,10352.308823529413,2302.5,648,6910,2498.0,1819.5,648.0,324100.0,16365.48,2508.0,648.0,324100.0,10542.62,2193.5,https://www.tiktok.com/@r3azons
0,71,373.0,188600.0,12621.323943661971,4591.0,373,7578,3773.3,3343.0,373.0,188600.0,13245.48,4322.0,373.0,188600.0,12014.24,4156.5,https://www.tiktok.com/@kirstenmartell
0,61,1211.0,611400.0,117571.83606557376,64300.0,1211.0,137900.0,49548.2,28250.0,1211.0,391300.0,101683.28,73900.0,1211.0,611400.0,135329.64,76550.0,https://www.tiktok.com/@alanalintao
0,69,45.0,41300.0,2506.710144927536,556.0,45.0,13700.0,1730.1,279.0,45.0,37400.0,3403.24,353.0,45.0,41300.0,2906.16,482.5,https://www.tiktok.com/@theoriginaljaylanjenkins
0,69,321.0,730400.0,38002.014492753624,7014.0,321.0,305200.0,34876.2,3791.5,321.0,730400.0,51626.52,6145.0,321.0,730400.0,47883.68,8079.0,https://www.tiktok.com/@jesschamberlain_
0,52,430.0,220600.0,21807.51923076923,8793.5,430,5863,2272.7,1535.0,430.0,110300.0,7808.2,3600.0,430.0,220600.0,22106.18,7658.5,https://www.tiktok.com/@_ashley1h_
0,67,138.0,64800.0,3571.2388059701493,946.0,273,3661,1185.3,916.0,263,3661,1025.28,701.0,138.0,64800.0,2969.74,856.5,https://www.tiktok.com/@rocketfuel69
0,60,357.0,218200.0,20061.3,3773.0,507.0,77300.0,19684.8,5640.5,507.0,117100.0,21847.56,5759.0,357.0,218200.0,19299.86,3773.0,https://www.tiktok.com/@refinery29
0,17,5036.0,690100.0,118004.64705882352,64000.0,5036.0,690100.0,176726.0,152550.0,5036.0,690100.0,118004.64705882352,64000.0,5036.0,690100.0,118004.64705882352,64000.0,https://www.tiktok.com/@dannmace
0,62,82.0,115700.0,6691.032258064516,1852.0,82,3926,1319.7,918.0,82,34000,3619.84,1222.0,82.0,115700.0,7858.94,2011.0,https://www.tiktok.com/@kylemarlett
0,73,398.0,170500.0,9380.575342465754,1579.0,597.0,79600.0,9975.8,1830.5,555.0,170500.0,15303.76,2121.0,398.0,170500.0,8625.38,1460.0,https://www.tiktok.com/@melissafrusco
0,45,9432.0,88700.0,28362.933333333334,22800.0,11400.0,64400.00000000001,28630.0,21700.0,10600.0,88700.0,32832.0,27400.0,9432.0,88700.0,28362.933333333334,22800.0,https://www.tiktok.com/@iamfoureira
0,60,117.0,515200.00000000006,15439.983333333334,402.5,138.0,515200.00000000006,61393.2,839.5,138.0,515200.00000000006,25091.36,518.0,117.0,515200.00000000006,18384.02,409.5,https://www.tiktok.com/@joby_pfeil
0,56,448.0,403400.0,14518.5,1155.0,1880.0,403400.0,52447.2,4702.0,508.0,403400.0,27421.64,3329.0,448.0,403400.0,16152.76,1296.5,https://www.tiktok.com/@sarah_e_ingle
0,61,45,2126,273.59016393442624,182.0,45,631,144.7,95.0,45,1044,276.48,182.0,45,2126,266.38,179.5,https://www.tiktok.com/@wiwiadorno
0,60,554.0,51800.0,4375.016666666666,1332.5,677,2766,1265.2,1136.5,677.0,34500.0,2847.4,1264.0,554.0,34500.0,3320.9,1247.0,https://www.tiktok.com/@amairanymua
0,57,3159.0,320400.0,40527.71929824561,21200.0,3159.0,320400.0,70530.0,32900.0,3159.0,320400.0,56992.0,37800.0,3159.0,320400.0,44712.0,23600.0,https://www.tiktok.com/@onlysahlt
0,58,281.0,217300.0,11100.51724137931,3289.0,574.0,12300.0,2998.8,2096.0,363.0,217300.0,15876.48,2638.0,281.0,217300.0,11132.94,3101.5,https://www.tiktok.com/@daveyrz
