,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@danthemuffinman
0,1,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,https://www.tiktok.com/@dankcollin
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@_barrybeebenson_
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@koleenright
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@hoffman35
0,4,3,464,237.5,241.5,3,464,237.5,241.5,3,464,237.5,241.5,3,464,237.5,241.5,https://www.tiktok.com/@king_naruto_uzumaki
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@dixiegirl420
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@lauris029
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@lilcracker420
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@yltheone
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@thatcrazyteacher
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@ponkodonko
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@itsyagirlcece0
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@snerix
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@sarahjadyn
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@self
0,1,557,557,557.0,557.0,557,557,557.0,557.0,557,557,557.0,557.0,557,557,557.0,557.0,https://www.tiktok.com/@foodforfitness
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@thatboyblasian
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@trentonludwig
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@isabellatrue
0,1,436,436,436.0,436.0,436,436,436.0,436.0,436,436,436.0,436.0,436,436,436.0,436.0,https://www.tiktok.com/@wallpapers.000
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@sssbcity
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@deamanaj
0,1,112,112,112.0,112.0,112,112,112.0,112.0,112,112,112.0,112.0,112,112,112.0,112.0,https://www.tiktok.com/@makavelination
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@petersmith409
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@rehmanbhatti69
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@brammm2
0,1,606,606,606.0,606.0,606,606,606.0,606.0,606,606,606.0,606.0,606,606,606.0,606.0,https://www.tiktok.com/@bullet.journal.ideas
0,1,167,167,167.0,167.0,167,167,167.0,167.0,167,167,167.0,167.0,167,167,167.0,167.0,https://www.tiktok.com/@copicofficial
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@nuteelito
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@ssam02
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@sertanejao
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@sadbadbitch
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@_o.r.c.h.i.d_
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@zodiac_signs1237
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@julianaquemalaeres
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@allicks
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@alexisnicolette
0,1,26,26,26.0,26.0,26,26,26.0,26.0,26,26,26.0,26.0,26,26,26.0,26.0,https://www.tiktok.com/@alondra_01_
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@lyss_fernandez
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@andygreve
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@canadianne1
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@ashlynmaloney2003
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@willthecleric
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@crisscrossapplesauce1
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@benleighton
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@bosslady48
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@dizzytunes
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@audreys.grwm
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@iifunanyau
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@.msfclix
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@franktheiv
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@gabbie.taylor
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@gamingdad
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@georgemendezart
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@heliocosmetics
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@hoosierdaddy23
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@yeeeeeehawww
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@scooterjuice
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@jdilauro
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@icylana.0
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@jimmylevymusic
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@jirahmayweather
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@jaevans02
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@rainbowhavoc
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@ktsizzle
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@kaylee.woodard
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@kenetic
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@kyledg12
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@tylerherrada
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@luissanti10
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@somadd
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@yaamahaaa
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@mattkaleta
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@mattmora
0,60,2055.0,4500000.0,93818.86666666667,6717.0,2974.0,4500000.0,458166.1,9324.0,2974.0,4500000.0,208397.36,9500.0,2974.0,4500000.0,111593.9,7542.5,https://www.tiktok.com/@miataranko
0,2,7,7,7.0,7.0,7,7,7.0,7.0,7,7,7.0,7.0,7,7,7.0,7.0,https://www.tiktok.com/@mianajuanna
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@justapieceofbacon
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@videostaredits20
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@nbaupdates
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@djpaulyc1
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@pebblesssss
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@pedroandlayla
0,1,82,82,82.0,82.0,82,82,82.0,82.0,82,82,82.0,82.0,82,82,82.0,82.0,https://www.tiktok.com/@viral_fact
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@lactose.intolerant
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@sarawilliard
0,63,434.0,2800000.0,48087.031746031746,1307.0,475,3428,1102.0,737.0,434,8268,1592.12,1047.0,434.0,2800000.0,60357.66,1610.0,https://www.tiktok.com/@serena.lol
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@seth.stewarttt
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@_shyzyy
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@spaz_juggin
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@rizzetta
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@gatoradebottle
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@secretstosuccess
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@swiftygenius
0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,https://www.tiktok.com/@t.mello
0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,https://www.tiktok.com/@hypehouse518
0,3,2,119,62.666666666666664,67.0,2,119,62.666666666666664,67.0,2,119,62.666666666666664,67.0,2,119,62.666666666666664,67.0,https://www.tiktok.com/@thompson23
