,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,60,8306.0,225000.0,42373.433333333334,24050.0,17800.0,136400.0,41410.0,32200.0,12800.0,136400.0,28956.0,21400.0,8306.0,180200.0,37952.12,21400.0,https://www.tiktok.com/@mr__sawan08
0,58,18600.0,429800.0,118901.72413793103,76300.0,18600.0,237400.0,78470.0,55900.0,18600.0,396600.0,129984.0,75700.0,18600.0,429800.0,123642.0,77100.0,https://www.tiktok.com/@saizssisters
0,57,16600.0,2700000.0,418117.5438596491,270400.0,16600.0,1900000.0,511990.0,198000.0,16600.0,1900000.0,394500.0,185500.0,16600.0,1900000.0,380098.0,254300.0,https://www.tiktok.com/@nobita__01
0,60,1868.0,391500.0,24069.083333333332,5251.0,2329.0,88700.0,13044.9,3118.0,2329.0,129300.00000000001,14847.08,5400.0,1868.0,391500.0,24992.62,4098.5,https://www.tiktok.com/@virajsheik7
0,60,24200.0,1500000.0,197498.33333333334,78500.0,24200.0,357200.0,91710.0,36100.0,24200.0,1500000.0,310404.0,104400.0,24200.0,1500000.0,214912.0,78500.0,https://www.tiktok.com/@officialayubkhan
0,57,81800.0,2200000.0,626257.8947368421,373100.0,86600.0,1200000.0,418920.0,276700.0,86600.0,1300000.0,459664.0,345700.0,81800.0,2200000.0,596508.0,354350.0,https://www.tiktok.com/@its_sajid_shaikh
0,60,6582.0,2400000.0,163365.53333333333,28750.0,7252.0,97400.0,23368.8,11050.0,6582.0,1400000.0,114114.8,20000.0,6582.0,2400000.0,170984.64,28750.0,https://www.tiktok.com/@ps3squad
0,60,41500.0,35900000.0,2366701.6666666665,478050.0,41500.0,21000000.0,2300230.0,279000.0,41500.0,35900000.0,3462624.0,441700.0,41500.0,35900000.0,2692922.0,515200.0,https://www.tiktok.com/@kajalchandravanshi360
0,59,25100.0,515799.99999999994,259272.88135593222,243100.0,25100.0,515799.99999999994,253860.0,238300.0,25100.0,515799.99999999994,291872.0,256700.0,25100.0,515799.99999999994,266300.0,245600.0,https://www.tiktok.com/@nickshinde01
0,77,9470.0,6700000.0,243767.14285714287,81300.0,9470.0,252100.0,67657.0,29050.0,9470.0,252100.0,81914.8,60100.0,9470.0,252100.0,79881.4,60200.0,https://www.tiktok.com/@arman_rc
0,60,9545.0,439300.0,126074.08333333333,81600.0,9545.0,439300.0,120214.5,73950.0,9545.0,439300.0,140017.8,81400.0,9545.0,439300.0,123674.9,76950.0,https://www.tiktok.com/@sahilkhan.cx
