,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,60,164,2945,496.5,396.0,191,2945,783.6,484.0,164,2945,540.92,419.0,164,2945,507.28,407.5,https://www.tiktok.com/@salimamallick
0,48,1135.0,509700.0,47274.1875,6401.0,1744.0,47800.0,13015.3,3054.5,1135.0,332900.0,33702.28,2388.0,1135.0,509700.0,47274.1875,6401.0,https://www.tiktok.com/@bikramsamal95
0,53,2525.0,898400.0,73897.45283018867,23700.0,2525.0,324800.0,77120.9,12469.5,2525.0,324800.0,50899.52,19900.0,2525.0,898400.0,77874.2,24300.0,https://www.tiktok.com/@rajat.d007
0,66,9800.0,4099999.9999999995,424734.8484848485,206750.0,26500.0,1100000.0,300760.0,142750.0,26500.0,1500000.0,389932.0,199700.0,26500.0,4099999.9999999995,458816.0,200750.0,https://www.tiktok.com/@omprakash_mishra_
0,60,5135.0,265700.0,59137.2,38600.0,5135.0,261399.99999999997,58583.2,26400.0,5135.0,261399.99999999997,46825.28,27400.0,5135.0,261399.99999999997,45834.64,35200.0,https://www.tiktok.com/@ankitloveguru
0,59,13800.0,105100.0,33076.27118644068,29200.0,26200.0,89500.0,41390.0,36900.0,18300.0,89500.0,34076.0,30800.0,13800.0,89500.0,29046.0,25150.0,https://www.tiktok.com/@venkateshpande4
0,58,23700.0,690700.0,156620.6896551724,125350.0,23700.0,162600.0,87470.0,71900.0,23700.0,323500.0,105528.0,80000.0,23700.0,690700.0,151264.0,125350.0,https://www.tiktok.com/@udhruw750
0,57,3030.0,1700000.0,71653.78947368421,14800.0,3030.0,11900.0,6328.4,5687.5,3030.0,117300.0,14742.64,9987.0,3030.0,1700000.0,79395.32,14500.0,https://www.tiktok.com/@nikotjr
0,69,3454.0,5200000.0,184511.46376811594,66900.0,3454.0,376400.0,92539.1,59550.0,3454.0,692500.0,127963.64,93400.0,3454.0,5200000.0,219995.82,83050.0,https://www.tiktok.com/@rjnainijain
0,59,8292.0,2000000.0,90025.16949152542,21600.0,11600.0,62100.0,25880.0,26100.0,8621.0,201900.0,28380.12,12600.0,8292.0,2000000.0,100687.7,18200.0,https://www.tiktok.com/@motivationkimachine
0,49,3453.0,325200.0,16527.530612244896,6843.0,3933.0,59700.0,17493.9,11320.5,3933.0,325200.0,24820.44,8554.0,3453.0,325200.0,16527.530612244896,6843.0,https://www.tiktok.com/@emiway.bantai1112
0,60,1781.0,122600.0,10923.366666666667,6166.0,1781,7698,4398.6,4369.0,1781.0,30500.0,6998.0,4369.0,1781.0,32299.999999999996,8385.24,5742.0,https://www.tiktok.com/@geetsingh00s
0,60,26700.0,1200000.0,196511.66666666666,85050.0,39100.0,1200000.0,289290.0,160650.0,30800.0,1200000.0,209628.0,62700.0,26700.0,1200000.0,200016.0,78950.0,https://www.tiktok.com/@pujaa1223
0,60,154500.0,19600000.0,1075433.3333333333,470950.0,154500.0,1200000.0,459150.0,361850.0,154500.0,19600000.0,1568996.0,533600.0,154500.0,19600000.0,1041736.0,477900.0,https://www.tiktok.com/@dancersanatan
0,53,5311.0,1300000.0,110286.7924528302,23600.0,5311.0,107200.0,28928.0,17100.0,5311.0,1300000.0,124719.2,22400.0,5311.0,1300000.0,99336.0,23250.0,https://www.tiktok.com/@shivaninatholia
0,58,56800.0,11400000.0,992239.6551724138,610150.0,56800.0,792000.0,354810.0,286150.0,56800.0,5100000.0,806500.0,535700.0,56800.0,11400000.0,980760.0,579650.0,https://www.tiktok.com/@ashishbhatialive
0,58,26700.0,706800.0,153986.2068965517,99450.0,26700.0,358700.0,109600.0,74450.0,26700.0,358700.0,88904.0,65400.00000000001,26700.0,423700.0,118284.0,87400.0,https://www.tiktok.com/@reshmawanole
0,50,41800.0,4300000.0,675662.0,338600.0,41800.0,1500000.0,430900.0,309950.0,41800.0,1500000.0,305876.0,234800.0,41800.0,4300000.0,675662.0,338600.0,https://www.tiktok.com/@kashi_ram_prajapat
