,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,24,23,171,75.125,62.0,25,124,57.9,52.5,23,171,75.125,62.0,23,171,75.125,62.0,https://www.tiktok.com/@qnnhm
0,52,20.0,50600.0,1443.6346153846155,193.5,37,4822,583.0,99.5,20,4822,452.04,134.0,20.0,50600.0,1492.86,193.5,https://www.tiktok.com/@mami_ladi
0,51,56.0,542400.0,26556.196078431374,631.0,56,620,190.8,167.5,56.0,345400.0,14576.72,595.0,56.0,542400.0,27081.66,633.5,https://www.tiktok.com/@jeffreydouglasdill
0,60,24.0,1600000.0,27176.95,223.0,24,295,103.9,98.0,24,443,142.96,110.0,24,3151,339.16,198.0,https://www.tiktok.com/@viking_mamacita
0,2,17800.0,22600.0,20200.0,20200.0,17800.0,22600.0,20200.0,20200.0,17800.0,22600.0,20200.0,20200.0,17800.0,22600.0,20200.0,20200.0,https://www.tiktok.com/@calvinharris
0,53,1972.0,183700.0,27706.867924528302,8854.0,2411.0,105800.0,22706.5,10267.5,2411.0,183700.0,24819.08,7435.0,1972.0,183700.0,28298.78,8562.0,https://www.tiktok.com/@simone.casano
0,60,547.0,96800.0,9210.85,2679.0,676.0,28100.0,6600.6,2367.0,676.0,54600.0,9765.72,3522.0,547.0,59300.0,7868.1,2528.5,https://www.tiktok.com/@manuelsiragusa
0,57,421.0,81800.0,6210.666666666667,1425.0,421.0,80600.0,10963.7,1256.0,421.0,80600.0,7876.8,1610.0,421.0,81800.0,6953.38,1555.5,https://www.tiktok.com/@joseh101
0,60,22,1507,224.4,95.5,22,596,152.3,96.0,22,1507,297.64,146.0,22,1507,236.62,94.0,https://www.tiktok.com/@megan.thee.stallion
0,58,106.0,236400.0,7280.982758620689,605.0,106,3399,868.8,413.5,106.0,236400.0,10328.44,545.0,106.0,236400.0,8299.92,589.0,https://www.tiktok.com/@lilmisha1
0,52,34.0,10600.0,1023.3076923076923,582.0,34,1595,583.4,581.5,34.0,10600.0,1243.88,638.0,34.0,10600.0,1043.58,582.0,https://www.tiktok.com/@rico.lebron
0,58,105.0,186600.0,5720.517241379311,1435.5,105,3106,1243.0,823.0,105.0,26200.0,2970.08,1950.0,105.0,186600.0,6112.62,1528.0,https://www.tiktok.com/@abigailradtke
0,63,20,737,106.60317460317461,62.0,20,100,43.2,34.0,20,737,131.12,65.0,20,737,113.78,64.0,https://www.tiktok.com/@laurennoel843
